id,X,Y
"P1",-81.706, 12.524945
"P2",-81.706, 12.524036
"P3",-81.706, 12.523127
"P4",-81.706, 12.522218
"P5",-81.706, 12.521309
"P6",-81.706, 12.5204
"P7",-81.706, 12.519491
"P8",-81.706, 12.518582
"P9",-81.706, 12.517673
"P10",-81.706, 12.516764
"P11",-81.706, 12.515855
"P12",-81.706, 12.514946
